,blyxrs,blzyl,cxbj,date,dateDigit,dateDigitSeparator,day,fxbj,jgpxzd,jxb_id,jxbmc,jxbzls,kch,kch_id,kcmc,kcrow,kklxdm,kzmc,listnav,localeKey,month,pageTotal,pageable,queryModel,rangeable,totalResult,userModel,xf,xxkbj,year,yxzrs,sftj
856,48,47,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FBA5CA67FA1172F0E0530107010A60BB,(2023-2024-1)-1000890011010-67,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,98,
857,6,61,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB2B81B0F9A27B58E0530107010A8FEF,(2023-2024-1)-1000890011010-37,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,58,
858,2,2,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FBA76E6525AC70E9E0530107010A4DEF,(2023-2024-1)-1000890011010-77,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,123,
859,15,15,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FBA76E6525A570E9E0530107010A4DEF,(2023-2024-1)-1000890011010-76,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,140,
860,7,25,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB2ADB1BAAF0E661E0530107010A78F5,(2023-2024-1)-1000890011010-35,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,82,
861,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FAFECE790E14535EE0530107010AF416,(2023-2024-1)-1000890011010-03,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,118,
862,11,49,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FAFECE790E0A535EE0530107010AF416,(2023-2024-1)-1000890011010-02,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,82,
863,5,15,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB252BDCAAE3D01BE0530107010A54B8,(2023-2024-1)-1000890011010-27,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,90,
864,17,56,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24FC7A6859ACE4E0530107010AAD87,(2023-2024-1)-1000890011010-17,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,71,
865,10,35,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24FC7A6841ACE4E0530107010AAD87,(2023-2024-1)-1000890011010-14,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,85,
866,37,76,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24FC7A6765ACE4E0530107010AAD87,(2023-2024-1)-1000890011010-09,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,60,
867,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24FC7A6760ACE4E0530107010AAD87,(2023-2024-1)-1000890011010-08,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,99,
868,4,37,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB930B7503548985E0530107010A3BE5,(2023-2024-1)-1000890011010-65,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,57,
869,1,18,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB930B7502738985E0530107010A3BE5,(2023-2024-1)-1000890011010-42,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,98,
870,111,111,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FBCBFB9EC9C1DA90E0530107010A9CF0,(2023-2024-1)-1000890011010-79,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,113,
871,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24B937F3FF6675E0530107010AD80C,(2023-2024-1)-1000890011010-34,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,105,
872,4,4,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24B937F3F36675E0530107010AD80C,(2023-2024-1)-1000890011010-33,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,110,
873,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24B937F3EB6675E0530107010AD80C,(2023-2024-1)-1000890011010-31,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,110,
874,8,62,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24B937F3D86675E0530107010AD80C,(2023-2024-1)-1000890011010-29,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,46,
875,8,9,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB25948D95E13E64E0530107010AEE82,(2023-2024-1)-1000890011010-26,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,113,
876,7,7,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24B937F33E6675E0530107010AD80C,(2023-2024-1)-1000890011010-18,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,120,
877,20,20,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24B937F27C6675E0530107010AD80C,(2023-2024-1)-1000890011010-06,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,118,
878,4,87,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24B937F26D6675E0530107010AD80C,(2023-2024-1)-1000890011010-05,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,30,
879,14,16,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB2BA9FE7A0F3C1BE0530207010A1B8E,(2023-2024-1)-1000890011010-36,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,104,
880,6,6,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FBA6C0B121980F0CE0530207010A39BF,(2023-2024-1)-1000890011010-75,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,140,
881,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FBA6C0B121940F0CE0530207010A39BF,(2023-2024-1)-1000890011010-74,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,111,
882,24,24,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FBA6C0B120BC0F0CE0530207010A39BF,(2023-2024-1)-1000890011010-68,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,100,
883,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB936C4235B782FEE0530207010AFEEE,(2023-2024-1)-1000890011010-51,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,120,
884,15,26,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB24B937F36B6675E0530107010AD80C,(2023-2024-1)-1000890011010-25,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,115,
885,2,2,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB2444201F870269E0530107010A16AA,(2023-2024-1)-1000890011010-22,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,147,
886,9,9,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB2444201F760269E0530107010A16AA,(2023-2024-1)-1000890011010-21,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,109,
887,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB2444201F6A0269E0530107010A16AA,(2023-2024-1)-1000890011010-20,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,99,
888,40,80,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB25BF5574B161C4E0530107010A63F6,(2023-2024-1)-1000890011010-32,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,69,
889,1,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB23DD6EABC0023EE0530207010A2ED7,(2023-2024-1)-1000890011010-04,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,99,
890,1,7,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB940EB2BCCE76BBE0530107010A7018,(2023-2024-1)-1000890011010-56,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,128,
891,3,41,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB9363ED52DEDC65E0530107010ACAFE,(2023-2024-1)-1000890011010-66,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,42,
892,0,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB9363ED5247DC65E0530107010ACAFE,(2023-2024-1)-1000890011010-55,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,87,
893,0,0,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB9363ED5230DC65E0530107010ACAFE,(2023-2024-1)-1000890011010-50,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,120,
894,1,1,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB9363ED520FDC65E0530107010ACAFE,(2023-2024-1)-1000890011010-45,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,100,
895,9,43,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FBCB6F35580F555DE0530107010A4A5B,(2023-2024-1)-1000890011010-80,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,53,
896,13,13,0,二○二三年九月十二日,2023年9月12日,2023-9-12,12,0,1,FB25601FB69CE223E0530207010A7732,(2023-2024-1)-1000890011010-30,1,1000890011010,EDA26F9745BE1CC9E0530207010A07A1,毛泽东思想和中国特色社会主义理论体系概论,400,01,无,false,zh_CN,9,0,True,"{'currentPage': 1, 'currentResult': 0, 'entityOrField': False, 'limit': 15, 'offset': 0, 'pageNo': 0, 'pageSize': 15, 'showCount': 10, 'sorts': [], 'totalCount': 0, 'totalPage': 0, 'totalResult': 0}",True,0,"{'monitor': False, 'roleCount': 0, 'roleKeys': '', 'roleValues': '', 'status': 0, 'usable': False}",3.0,0,2023,115,
